timestamp,domain,parameter,value_from,value_to,delta_J,cumulative_delta_J
2026-03-25 22:19:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.3544
2026-03-25 22:19:10,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-5.3554
2026-03-25 22:20:12,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.3597
2026-03-25 22:20:12,network,cluster.qos_normalised,0.5000,0.2800,-0.0014,-5.3611
2026-03-25 22:21:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.3661
2026-03-25 22:21:15,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-5.3682
2026-03-25 22:22:17,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.3732
2026-03-25 22:22:17,network,cluster.qos_normalised,0.5000,0.7800,-0.0039,-5.3771
2026-03-25 22:23:21,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-5.3819
2026-03-25 22:23:22,network,cluster.qos_normalised,0.5000,0.1700,-0.0009,-5.3828
2026-03-25 22:24:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.3878
2026-03-25 22:24:25,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-5.3912
2026-03-25 22:25:27,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-5.3959
2026-03-25 22:25:27,network,cluster.qos_normalised,0.5000,0.7100,-0.0036,-5.3995
2026-03-25 22:26:29,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-5.4043
2026-03-25 22:26:30,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-5.4055
2026-03-25 22:27:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.4105
2026-03-25 22:27:32,network,cluster.qos_normalised,0.5000,0.2100,-0.0011,-5.4116
2026-03-25 22:28:34,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-5.4157
2026-03-25 22:28:35,network,cluster.qos_normalised,0.5000,0.0000,-0.0000,-5.4157
2026-03-25 22:29:39,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-5.4201
2026-03-25 22:29:40,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-5.4222
2026-03-25 22:30:42,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.4272
2026-03-25 22:30:42,network,cluster.qos_normalised,0.5000,0.7500,-0.0037,-5.4309
2026-03-25 22:31:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.4359
2026-03-25 22:31:45,network,cluster.qos_normalised,0.5000,0.9300,-0.0047,-5.4406
2026-03-25 22:32:47,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.4456
2026-03-25 22:32:47,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-5.4500
2026-03-25 22:33:49,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-5.4539
2026-03-25 22:33:50,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-5.4589
2026-03-25 22:34:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.4639
2026-03-25 22:34:52,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-5.4684
2026-03-25 22:35:56,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-5.4733
2026-03-25 22:35:56,network,cluster.qos_normalised,0.5000,0.4900,-0.0025,-5.4758
2026-03-25 22:36:58,thermal,cluster.fan_speed_normalised,0.5000,0.8000,-0.0030,-5.4788
2026-03-25 22:36:59,network,cluster.qos_normalised,0.5000,0.6900,-0.0034,-5.4822
2026-03-25 22:38:01,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.4865
2026-03-25 22:38:01,network,cluster.qos_normalised,0.5000,0.9100,-0.0045,-5.4910
2026-03-25 22:39:03,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-5.4945
2026-03-25 22:39:04,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-5.4995
2026-03-25 22:40:06,thermal,cluster.fan_speed_normalised,0.5000,0.8700,-0.0037,-5.5032
2026-03-25 22:40:06,network,cluster.qos_normalised,0.5000,0.9500,-0.0047,-5.5079
2026-03-25 22:41:08,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-5.5125
2026-03-25 22:41:09,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-5.5163
2026-03-25 22:42:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.5213
2026-03-25 22:42:13,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-5.5222
2026-03-25 22:43:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.5272
2026-03-25 22:43:16,network,cluster.qos_normalised,0.5000,0.1500,-0.0008,-5.5280
2026-03-25 22:44:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.5330
2026-03-25 22:44:18,network,cluster.qos_normalised,0.5000,0.5500,-0.0027,-5.5357
2026-03-25 22:45:20,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-5.5403
2026-03-25 22:45:21,network,cluster.qos_normalised,0.5000,0.7100,-0.0035,-5.5438
2026-03-25 22:46:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.5488
2026-03-25 22:46:24,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-5.5505
2026-03-25 22:47:26,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.5548
2026-03-25 22:47:26,network,cluster.qos_normalised,0.5000,0.0000,-0.0000,-5.5548
2026-03-25 22:48:30,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-5.5595
2026-03-25 22:48:31,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-5.5606
2026-03-25 22:49:33,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-5.5644
2026-03-25 22:49:33,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-5.5694
2026-03-25 22:50:35,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.5744
2026-03-25 22:50:36,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-5.5794
2026-03-25 22:51:38,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-5.5834
2026-03-25 22:51:39,network,cluster.qos_normalised,0.5000,0.9600,-0.0048,-5.5882
2026-03-25 22:52:41,thermal,cluster.fan_speed_normalised,0.5000,0.8400,-0.0034,-5.5916
2026-03-25 22:52:41,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-5.5960
2026-03-25 22:53:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6010
2026-03-25 22:53:43,network,cluster.qos_normalised,0.5000,0.7700,-0.0038,-5.6048
2026-03-25 22:54:47,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6098
2026-03-25 22:54:48,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-5.6123
2026-03-25 22:55:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6173
2026-03-25 22:55:50,network,cluster.qos_normalised,0.5000,0.9500,-0.0047,-5.6220
2026-03-25 22:56:53,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6270
2026-03-25 22:56:53,network,cluster.qos_normalised,0.5000,0.6700,-0.0034,-5.6304
2026-03-25 22:57:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6354
2026-03-25 22:57:55,network,cluster.qos_normalised,0.5000,0.2100,-0.0010,-5.6364
2026-03-25 22:58:57,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6414
2026-03-25 22:58:57,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-5.6459
2026-03-25 22:59:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6509
2026-03-25 23:00:00,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-5.6531
2026-03-25 23:01:03,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-5.6580
2026-03-25 23:01:04,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-5.6605
2026-03-25 23:02:06,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.6648
2026-03-25 23:02:06,network,cluster.qos_normalised,0.5000,0.7900,-0.0040,-5.6688
2026-03-25 23:03:08,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6738
2026-03-25 23:03:09,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-5.6780
2026-03-25 23:04:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6830
2026-03-25 23:04:11,network,cluster.qos_normalised,0.5000,0.8200,-0.0041,-5.6871
2026-03-25 23:05:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.6921
2026-03-25 23:05:13,network,cluster.qos_normalised,0.5000,0.7900,-0.0039,-5.6960
2026-03-25 23:06:16,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-5.7005
2026-03-25 23:06:16,network,cluster.qos_normalised,0.5000,0.3800,-0.0019,-5.7024
2026-03-25 23:07:20,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7074
2026-03-25 23:07:21,network,cluster.qos_normalised,0.5000,0.4500,-0.0023,-5.7097
2026-03-25 23:08:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7147
2026-03-25 23:08:23,network,cluster.qos_normalised,0.5000,0.0200,-0.0001,-5.7148
2026-03-25 23:09:25,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7198
2026-03-25 23:09:26,network,cluster.qos_normalised,0.5000,0.7100,-0.0036,-5.7234
2026-03-25 23:10:28,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7284
2026-03-25 23:10:29,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-5.7288
2026-03-25 23:11:31,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.7331
2026-03-25 23:11:31,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-5.7336
2026-03-25 23:12:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7386
2026-03-25 23:12:34,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-5.7436
2026-03-25 23:13:38,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7486
2026-03-25 23:13:38,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-5.7490
2026-03-25 23:14:40,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-5.7538
2026-03-25 23:14:41,network,cluster.qos_normalised,0.5000,0.8300,-0.0042,-5.7580
2026-03-25 23:15:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7630
2026-03-25 23:15:44,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-5.7657
2026-03-25 23:16:46,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-5.7697
2026-03-25 23:16:46,network,cluster.qos_normalised,0.5000,0.5900,-0.0030,-5.7727
2026-03-25 23:17:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7777
2026-03-25 23:17:49,network,cluster.qos_normalised,0.5000,0.2600,-0.0013,-5.7790
2026-03-25 23:18:51,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-5.7838
2026-03-25 23:18:51,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-5.7846
2026-03-25 23:19:55,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-5.7887
2026-03-25 23:19:56,network,cluster.qos_normalised,0.5000,0.4600,-0.0023,-5.7910
2026-03-25 23:20:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.7960
2026-03-25 23:20:59,network,cluster.qos_normalised,0.5000,0.1300,-0.0006,-5.7966
2026-03-25 23:22:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8016
2026-03-25 23:22:01,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-5.8033
2026-03-25 23:23:03,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-5.8077
2026-03-25 23:23:04,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-5.8109
2026-03-25 23:24:06,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-5.8148
2026-03-25 23:24:06,network,cluster.qos_normalised,0.5000,0.8100,-0.0041,-5.8189
2026-03-25 23:25:08,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-5.8235
2026-03-25 23:25:09,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-5.8285
2026-03-25 23:26:13,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-5.8332
2026-03-25 23:26:14,network,cluster.qos_normalised,0.5000,0.2600,-0.0013,-5.8345
2026-03-25 23:27:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8395
2026-03-25 23:27:16,network,cluster.qos_normalised,0.5000,0.2800,-0.0014,-5.8409
2026-03-25 23:28:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8459
2026-03-25 23:28:19,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-5.8468
2026-03-25 23:29:21,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-5.8516
2026-03-25 23:29:21,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-5.8558
2026-03-25 23:30:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8608
2026-03-25 23:30:24,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-5.8625
2026-03-25 23:31:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8675
2026-03-25 23:31:27,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-5.8717
2026-03-25 23:32:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8767
2026-03-25 23:32:31,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-5.8776
2026-03-25 23:33:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8826
2026-03-25 23:33:34,network,cluster.qos_normalised,0.5000,0.8500,-0.0042,-5.8868
2026-03-25 23:34:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.8918
2026-03-25 23:34:36,network,cluster.qos_normalised,0.5000,0.3100,-0.0015,-5.8933
2026-03-25 23:35:39,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-5.8975
2026-03-25 23:35:39,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-5.8997
2026-03-25 23:36:41,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-5.9038
2026-03-25 23:36:42,network,cluster.qos_normalised,0.5000,0.4100,-0.0020,-5.9058
2026-03-25 23:37:44,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-5.9102
2026-03-25 23:37:44,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-5.9124
2026-03-25 23:38:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.9174
2026-03-25 23:38:49,network,cluster.qos_normalised,0.5000,0.9300,-0.0047,-5.9221
2026-03-25 23:39:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.9271
2026-03-25 23:39:52,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-5.9291
2026-03-25 23:40:54,thermal,cluster.fan_speed_normalised,0.5000,0.7800,-0.0028,-5.9319
2026-03-25 23:40:54,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-5.9367
2026-03-25 23:41:56,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-5.9410
2026-03-25 23:41:57,network,cluster.qos_normalised,0.5000,0.9400,-0.0047,-5.9457
2026-03-25 23:42:59,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-5.9506
2026-03-25 23:42:59,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-5.9546
2026-03-25 23:44:01,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-5.9595
2026-03-25 23:44:02,network,cluster.qos_normalised,0.5000,0.9100,-0.0046,-5.9641
2026-03-25 23:45:06,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-5.9688
2026-03-25 23:45:07,network,cluster.qos_normalised,0.5000,0.7700,-0.0038,-5.9726
2026-03-25 23:46:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.9776
2026-03-25 23:46:09,network,cluster.qos_normalised,0.5000,0.8500,-0.0042,-5.9818
2026-03-25 23:47:11,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-5.9864
2026-03-25 23:47:12,network,cluster.qos_normalised,0.5000,0.3600,-0.0018,-5.9882
2026-03-25 23:48:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-5.9932
2026-03-25 23:48:14,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-5.9954
2026-03-25 23:49:16,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-5.9993
2026-03-25 23:49:17,network,cluster.qos_normalised,0.5000,0.8100,-0.0040,-6.0033
2026-03-25 23:50:19,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-6.0082
2026-03-25 23:50:20,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-6.0120
2026-03-25 23:51:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0170
2026-03-25 23:51:24,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-6.0191
2026-03-25 23:52:26,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-6.0232
2026-03-25 23:52:27,network,cluster.qos_normalised,0.5000,0.7100,-0.0035,-6.0267
2026-03-25 23:53:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0317
2026-03-25 23:53:29,network,cluster.qos_normalised,0.5000,0.0300,-0.0001,-6.0318
2026-03-25 23:54:31,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-6.0363
2026-03-25 23:54:32,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-6.0392
2026-03-25 23:55:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0442
2026-03-25 23:55:35,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-6.0459
2026-03-25 23:56:37,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-6.0494
2026-03-25 23:56:37,network,cluster.qos_normalised,0.5000,0.7500,-0.0037,-6.0531
2026-03-25 23:57:41,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-6.0576
2026-03-25 23:57:42,network,cluster.qos_normalised,0.5000,0.1200,-0.0006,-6.0582
2026-03-25 23:58:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0632
2026-03-25 23:58:44,network,cluster.qos_normalised,0.5000,0.8700,-0.0043,-6.0675
2026-03-25 23:59:47,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-6.0721
2026-03-25 23:59:47,network,cluster.qos_normalised,0.5000,0.7400,-0.0037,-6.0758
2026-03-26 00:00:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0808
2026-03-26 00:00:50,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-6.0817
2026-03-26 00:01:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.0867
2026-03-26 00:01:52,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-6.0899
2026-03-26 00:02:54,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-6.0940
2026-03-26 00:02:55,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-6.0956
2026-03-26 00:03:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1006
2026-03-26 00:03:59,network,cluster.qos_normalised,0.5000,0.7000,-0.0035,-6.1041
2026-03-26 00:05:02,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1091
2026-03-26 00:05:02,network,cluster.qos_normalised,0.5000,0.4700,-0.0023,-6.1114
2026-03-26 00:06:04,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1164
2026-03-26 00:06:05,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-6.1193
2026-03-26 00:07:07,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-6.1236
2026-03-26 00:07:07,network,cluster.qos_normalised,0.5000,0.8900,-0.0045,-6.1281
2026-03-26 00:08:09,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-6.1330
2026-03-26 00:08:10,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-6.1362
2026-03-26 00:09:12,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1412
2026-03-26 00:09:13,network,cluster.qos_normalised,0.5000,0.7200,-0.0036,-6.1448
2026-03-26 00:10:17,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1498
2026-03-26 00:10:17,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-6.1511
2026-03-26 00:11:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1561
2026-03-26 00:11:20,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-6.1588
2026-03-26 00:12:22,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1638
2026-03-26 00:12:22,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-6.1646
2026-03-26 00:13:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1696
2026-03-26 00:13:25,network,cluster.qos_normalised,0.5000,0.4700,-0.0024,-6.1720
2026-03-26 00:14:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1770
2026-03-26 00:14:27,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-6.1814
2026-03-26 00:15:29,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-6.1863
2026-03-26 00:15:29,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-6.1890
2026-03-26 00:16:33,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-6.1932
2026-03-26 00:16:34,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-6.1939
2026-03-26 00:17:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.1989
2026-03-26 00:17:36,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-6.2001
2026-03-26 00:18:38,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2051
2026-03-26 00:18:38,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-6.2083
2026-03-26 00:19:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2133
2026-03-26 00:19:41,network,cluster.qos_normalised,0.5000,0.3000,-0.0015,-6.2148
2026-03-26 00:20:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2198
2026-03-26 00:20:43,network,cluster.qos_normalised,0.5000,0.1100,-0.0006,-6.2204
2026-03-26 00:21:45,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2254
2026-03-26 00:21:46,network,cluster.qos_normalised,0.5000,0.0500,-0.0002,-6.2256
2026-03-26 00:22:49,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-6.2304
2026-03-26 00:22:50,network,cluster.qos_normalised,0.5000,0.4900,-0.0025,-6.2329
2026-03-26 00:23:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2379
2026-03-26 00:23:52,network,cluster.qos_normalised,0.5000,0.7300,-0.0037,-6.2416
2026-03-26 00:24:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2466
2026-03-26 00:24:55,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-6.2488
2026-03-26 00:25:57,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2538
2026-03-26 00:25:57,network,cluster.qos_normalised,0.5000,0.9700,-0.0049,-6.2587
2026-03-26 00:26:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2637
2026-03-26 00:26:59,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-6.2650
2026-03-26 00:28:01,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-6.2692
2026-03-26 00:28:01,network,cluster.qos_normalised,0.5000,0.6000,-0.0030,-6.2722
2026-03-26 00:29:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.2772
2026-03-26 00:29:06,network,cluster.qos_normalised,0.5000,0.8900,-0.0045,-6.2817
2026-03-26 00:30:08,thermal,cluster.fan_speed_normalised,0.5000,0.8200,-0.0032,-6.2849
2026-03-26 00:30:08,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-6.2899
2026-03-26 00:31:11,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-6.2943
2026-03-26 00:31:11,network,cluster.qos_normalised,0.5000,0.9900,-0.0049,-6.2992
2026-03-26 00:32:13,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-6.3037
2026-03-26 00:32:14,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-6.3087
2026-03-26 00:33:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3137
2026-03-26 00:33:15,network,cluster.qos_normalised,0.5000,0.7400,-0.0037,-6.3174
2026-03-26 00:34:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3224
2026-03-26 00:34:17,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-6.3241
2026-03-26 00:35:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3291
2026-03-26 00:35:22,network,cluster.qos_normalised,0.5000,0.1200,-0.0006,-6.3297
2026-03-26 00:36:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3347
2026-03-26 00:36:24,network,cluster.qos_normalised,0.5000,0.4700,-0.0023,-6.3370
2026-03-26 00:37:25,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3420
2026-03-26 00:37:26,network,cluster.qos_normalised,0.5000,0.2500,-0.0013,-6.3433
2026-03-26 00:38:28,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-6.3479
2026-03-26 00:38:28,network,cluster.qos_normalised,0.5000,0.9600,-0.0048,-6.3527
2026-03-26 00:39:30,thermal,cluster.fan_speed_normalised,0.5000,0.8200,-0.0032,-6.3559
2026-03-26 00:39:31,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-6.3590
2026-03-26 00:40:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3640
2026-03-26 00:40:33,network,cluster.qos_normalised,0.5000,0.8200,-0.0041,-6.3681
2026-03-26 00:41:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-6.3731
2026-03-26 00:41:37,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-6.3765
2026-03-26 00:42:39,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-6.3812
2026-03-26 00:42:40,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-6.3856
