timestamp,domain,parameter,value_from,value_to,delta_J,cumulative_delta_J
2026-03-25 17:46:31,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-3.4724
2026-03-25 17:47:35,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.4771
2026-03-25 17:47:35,network,cluster.qos_normalised,0.5000,0.9300,-0.0047,-3.4818
2026-03-25 17:48:37,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.4864
2026-03-25 17:48:38,network,cluster.qos_normalised,0.5000,0.0100,-0.0001,-3.4865
2026-03-25 17:49:39,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.4913
2026-03-25 17:49:39,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-3.4922
2026-03-25 17:50:40,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-3.4964
2026-03-25 17:50:41,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-3.5012
2026-03-25 17:51:43,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.5059
2026-03-25 17:51:43,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-3.5103
2026-03-25 17:52:45,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5153
2026-03-25 17:52:45,network,cluster.qos_normalised,0.5000,0.0700,-0.0004,-3.5157
2026-03-25 17:53:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5207
2026-03-25 17:53:49,network,cluster.qos_normalised,0.5000,0.3100,-0.0016,-3.5223
2026-03-25 17:54:51,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-3.5267
2026-03-25 17:54:51,network,cluster.qos_normalised,0.5000,0.2500,-0.0013,-3.5280
2026-03-25 17:55:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5330
2026-03-25 17:55:53,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-3.5335
2026-03-25 17:56:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5385
2026-03-25 17:56:55,network,cluster.qos_normalised,0.5000,0.4900,-0.0025,-3.5410
2026-03-25 17:57:57,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.5456
2026-03-25 17:57:57,network,cluster.qos_normalised,0.5000,0.7300,-0.0036,-3.5492
2026-03-25 17:58:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5542
2026-03-25 17:58:59,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-3.5554
2026-03-25 18:00:02,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5604
2026-03-25 18:00:02,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-3.5615
2026-03-25 18:01:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5665
2026-03-25 18:01:05,network,cluster.qos_normalised,0.5000,0.3100,-0.0015,-3.5680
2026-03-25 18:02:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5730
2026-03-25 18:02:07,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-3.5742
2026-03-25 18:03:08,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.5790
2026-03-25 18:04:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5840
2026-03-25 18:04:10,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-3.5862
2026-03-25 18:05:11,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.5912
2026-03-25 18:05:12,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-3.5937
2026-03-25 18:06:15,thermal,cluster.fan_speed_normalised,0.5000,0.8300,-0.0033,-3.5970
2026-03-25 18:06:16,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-3.6016
2026-03-25 18:07:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6066
2026-03-25 18:07:18,network,cluster.qos_normalised,0.5000,0.2300,-0.0012,-3.6078
2026-03-25 18:08:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6128
2026-03-25 18:08:20,network,cluster.qos_normalised,0.5000,0.6900,-0.0035,-3.6163
2026-03-25 18:09:21,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.6212
2026-03-25 18:09:21,network,cluster.qos_normalised,0.5000,0.9100,-0.0046,-3.6258
2026-03-25 18:10:24,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.6307
2026-03-25 18:10:24,network,cluster.qos_normalised,0.5000,0.8300,-0.0041,-3.6348
2026-03-25 18:11:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6398
2026-03-25 18:11:27,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-3.6402
2026-03-25 18:12:30,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.6450
2026-03-25 18:12:30,network,cluster.qos_normalised,0.5000,0.0600,-0.0003,-3.6453
2026-03-25 18:13:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6503
2026-03-25 18:13:32,network,cluster.qos_normalised,0.5000,0.1200,-0.0006,-3.6509
2026-03-25 18:14:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6559
2026-03-25 18:14:35,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-3.6571
2026-03-25 18:15:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6621
2026-03-25 18:15:38,network,cluster.qos_normalised,0.5000,0.8100,-0.0041,-3.6662
2026-03-25 18:16:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6712
2026-03-25 18:16:40,network,cluster.qos_normalised,0.5000,0.7800,-0.0039,-3.6751
2026-03-25 18:17:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.6801
2026-03-25 18:17:42,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-3.6816
2026-03-25 18:18:45,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-3.6855
2026-03-25 18:18:45,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-3.6879
2026-03-25 18:19:48,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-3.6919
2026-03-25 18:19:48,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-3.6944
2026-03-25 18:20:50,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.6992
2026-03-25 18:20:51,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-3.7034
2026-03-25 18:21:53,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.7079
2026-03-25 18:21:53,network,cluster.qos_normalised,0.5000,0.7900,-0.0039,-3.7118
2026-03-25 18:22:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.7168
2026-03-25 18:22:55,network,cluster.qos_normalised,0.5000,0.4100,-0.0020,-3.7188
2026-03-25 18:23:56,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.7233
2026-03-25 18:23:56,network,cluster.qos_normalised,0.5000,0.7000,-0.0035,-3.7268
2026-03-25 18:25:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.7318
2026-03-25 18:25:01,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-3.7343
2026-03-25 18:26:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.7393
2026-03-25 18:26:04,network,cluster.qos_normalised,0.5000,0.8600,-0.0043,-3.7436
2026-03-25 18:27:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.7486
2026-03-25 18:27:06,network,cluster.qos_normalised,0.5000,0.7500,-0.0038,-3.7524
2026-03-25 18:28:07,thermal,cluster.fan_speed_normalised,0.5000,0.8700,-0.0037,-3.7561
2026-03-25 18:28:08,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-3.7577
2026-03-25 18:29:09,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-3.7615
2026-03-25 18:29:09,network,cluster.qos_normalised,0.5000,0.4200,-0.0021,-3.7636
2026-03-25 18:30:12,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.7685
2026-03-25 18:30:12,network,cluster.qos_normalised,0.5000,0.9600,-0.0048,-3.7733
2026-03-25 18:31:16,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-3.7772
2026-03-25 18:31:17,network,cluster.qos_normalised,0.5000,0.7000,-0.0035,-3.7807
2026-03-25 18:32:19,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.7855
2026-03-25 18:32:19,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-3.7905
2026-03-25 18:33:21,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.7952
2026-03-25 18:33:22,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-3.7963
2026-03-25 18:34:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8013
2026-03-25 18:34:25,network,cluster.qos_normalised,0.5000,0.6900,-0.0035,-3.8048
2026-03-25 18:35:26,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.8097
2026-03-25 18:35:26,network,cluster.qos_normalised,0.5000,0.1100,-0.0005,-3.8102
2026-03-25 18:36:28,thermal,cluster.fan_speed_normalised,0.5000,0.8400,-0.0034,-3.8136
2026-03-25 18:36:28,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-3.8186
2026-03-25 18:37:31,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.8232
2026-03-25 18:37:31,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-3.8254
2026-03-25 18:38:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8304
2026-03-25 18:38:34,network,cluster.qos_normalised,0.5000,0.0700,-0.0003,-3.8307
2026-03-25 18:39:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8357
2026-03-25 18:39:36,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-3.8388
2026-03-25 18:40:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8438
2026-03-25 18:40:38,network,cluster.qos_normalised,0.5000,0.2100,-0.0010,-3.8448
2026-03-25 18:41:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8498
2026-03-25 18:41:41,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-3.8547
2026-03-25 18:42:43,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-3.8586
2026-03-25 18:42:43,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-3.8613
2026-03-25 18:43:47,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.8660
2026-03-25 18:43:48,network,cluster.qos_normalised,0.5000,0.3800,-0.0019,-3.8679
2026-03-25 18:44:49,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.8728
2026-03-25 18:44:50,network,cluster.qos_normalised,0.5000,0.0300,-0.0002,-3.8730
2026-03-25 18:45:52,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.8777
2026-03-25 18:45:53,network,cluster.qos_normalised,0.5000,0.0500,-0.0003,-3.8780
2026-03-25 18:46:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8830
2026-03-25 18:46:55,network,cluster.qos_normalised,0.5000,0.0400,-0.0002,-3.8832
2026-03-25 18:47:56,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.8879
2026-03-25 18:47:57,network,cluster.qos_normalised,0.5000,0.7900,-0.0040,-3.8919
2026-03-25 18:48:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.8969
2026-03-25 18:48:59,network,cluster.qos_normalised,0.5000,0.7900,-0.0039,-3.9008
2026-03-25 18:50:04,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9058
2026-03-25 18:50:04,network,cluster.qos_normalised,0.5000,0.1200,-0.0006,-3.9064
2026-03-25 18:51:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9114
2026-03-25 18:51:06,network,cluster.qos_normalised,0.5000,0.5900,-0.0029,-3.9143
2026-03-25 18:52:08,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9193
2026-03-25 18:52:09,network,cluster.qos_normalised,0.5000,0.5700,-0.0029,-3.9222
2026-03-25 18:53:11,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9272
2026-03-25 18:53:11,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-3.9292
2026-03-25 18:54:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9342
2026-03-25 18:54:13,network,cluster.qos_normalised,0.5000,0.8300,-0.0041,-3.9383
2026-03-25 18:55:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9433
2026-03-25 18:55:16,network,cluster.qos_normalised,0.5000,0.6100,-0.0030,-3.9463
2026-03-25 18:56:20,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9513
2026-03-25 18:56:20,network,cluster.qos_normalised,0.5000,0.3900,-0.0019,-3.9532
2026-03-25 18:57:22,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.9577
2026-03-25 18:57:23,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-3.9625
2026-03-25 18:58:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9675
2026-03-25 18:58:24,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-3.9684
2026-03-25 18:59:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9734
2026-03-25 18:59:27,network,cluster.qos_normalised,0.5000,0.3500,-0.0018,-3.9752
2026-03-25 19:00:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9802
2026-03-25 19:00:30,network,cluster.qos_normalised,0.5000,0.2700,-0.0014,-3.9816
2026-03-25 19:01:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9866
2026-03-25 19:01:31,network,cluster.qos_normalised,0.5000,0.8100,-0.0041,-3.9907
2026-03-25 19:02:35,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.9957
2026-03-25 19:02:36,network,cluster.qos_normalised,0.5000,0.6900,-0.0035,-3.9992
2026-03-25 19:03:38,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0042
2026-03-25 19:03:38,network,cluster.qos_normalised,0.5000,0.5200,-0.0026,-4.0068
2026-03-25 19:04:40,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-4.0112
2026-03-25 19:04:40,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-4.0146
2026-03-25 19:05:42,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-4.0189
2026-03-25 19:05:43,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-4.0204
2026-03-25 19:06:45,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-4.0248
2026-03-25 19:06:45,network,cluster.qos_normalised,0.5000,0.6500,-0.0033,-4.0281
2026-03-25 19:07:46,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-4.0330
2026-03-25 19:07:47,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-4.0357
2026-03-25 19:08:51,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-4.0396
2026-03-25 19:08:52,network,cluster.qos_normalised,0.5000,0.0000,-0.0000,-4.0396
2026-03-25 19:09:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0446
2026-03-25 19:09:54,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-4.0490
2026-03-25 19:10:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0540
2026-03-25 19:10:56,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-4.0569
2026-03-25 19:11:58,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-4.0610
2026-03-25 19:11:58,network,cluster.qos_normalised,0.5000,0.8600,-0.0043,-4.0653
2026-03-25 19:13:01,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-4.0699
2026-03-25 19:13:01,network,cluster.qos_normalised,0.5000,0.6700,-0.0033,-4.0732
2026-03-25 19:14:02,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-4.0781
2026-03-25 19:14:03,network,cluster.qos_normalised,0.5000,0.6100,-0.0030,-4.0811
2026-03-25 19:15:07,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0861
2026-03-25 19:15:07,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-4.0881
2026-03-25 19:16:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0931
2026-03-25 19:16:10,network,cluster.qos_normalised,0.5000,0.0600,-0.0003,-4.0934
2026-03-25 19:17:11,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.0984
2026-03-25 19:17:12,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-4.1006
2026-03-25 19:18:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1056
2026-03-25 19:18:14,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-4.1067
2026-03-25 19:19:16,thermal,cluster.fan_speed_normalised,0.5000,0.7900,-0.0029,-4.1096
2026-03-25 19:19:17,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-4.1145
2026-03-25 19:20:18,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-4.1186
2026-03-25 19:20:18,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-4.1230
2026-03-25 19:21:22,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-4.1277
2026-03-25 19:21:23,network,cluster.qos_normalised,0.5000,0.1100,-0.0006,-4.1283
2026-03-25 19:22:25,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-4.1323
2026-03-25 19:22:26,network,cluster.qos_normalised,0.5000,0.4700,-0.0024,-4.1347
2026-03-25 19:23:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1397
2026-03-25 19:23:27,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-4.1405
2026-03-25 19:24:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1455
2026-03-25 19:24:30,network,cluster.qos_normalised,0.5000,0.9300,-0.0046,-4.1501
2026-03-25 19:25:32,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-4.1540
2026-03-25 19:25:32,network,cluster.qos_normalised,0.5000,0.8500,-0.0043,-4.1583
2026-03-25 19:26:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1633
2026-03-25 19:26:34,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-4.1642
2026-03-25 19:27:38,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1692
2026-03-25 19:27:38,network,cluster.qos_normalised,0.5000,0.1300,-0.0006,-4.1698
2026-03-25 19:28:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1748
2026-03-25 19:28:41,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-4.1763
2026-03-25 19:29:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1813
2026-03-25 19:29:43,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-4.1822
2026-03-25 19:30:44,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-4.1871
2026-03-25 19:30:45,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-4.1882
2026-03-25 19:31:47,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.1932
2026-03-25 19:31:48,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-4.1956
2026-03-25 19:32:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2006
2026-03-25 19:32:50,network,cluster.qos_normalised,0.5000,0.4100,-0.0020,-4.2026
2026-03-25 19:33:53,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2076
2026-03-25 19:33:54,network,cluster.qos_normalised,0.5000,0.1100,-0.0006,-4.2082
2026-03-25 19:34:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2132
2026-03-25 19:34:56,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-4.2139
2026-03-25 19:35:58,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-4.2187
2026-03-25 19:35:59,network,cluster.qos_normalised,0.5000,0.8600,-0.0043,-4.2230
2026-03-25 19:37:00,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-4.2278
2026-03-25 19:37:00,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-4.2311
2026-03-25 19:38:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2361
2026-03-25 19:38:03,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-4.2399
2026-03-25 19:39:05,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-4.2444
2026-03-25 19:39:06,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-4.2468
2026-03-25 19:40:09,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-4.2511
2026-03-25 19:40:09,network,cluster.qos_normalised,0.5000,0.3100,-0.0016,-4.2527
2026-03-25 19:41:11,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-4.2565
2026-03-25 19:41:12,network,cluster.qos_normalised,0.5000,0.6300,-0.0031,-4.2596
2026-03-25 19:42:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2646
2026-03-25 19:42:14,network,cluster.qos_normalised,0.5000,0.0200,-0.0001,-4.2647
2026-03-25 19:43:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2697
2026-03-25 19:44:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2747
2026-03-25 19:44:18,network,cluster.qos_normalised,0.5000,0.1900,-0.0010,-4.2757
2026-03-25 19:45:20,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2807
2026-03-25 19:45:21,network,cluster.qos_normalised,0.5000,0.8100,-0.0040,-4.2847
2026-03-25 19:46:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.2897
2026-03-25 19:46:24,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-4.2907
2026-03-25 19:47:26,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-4.2954
2026-03-25 19:47:27,network,cluster.qos_normalised,0.5000,0.1700,-0.0008,-4.2962
2026-03-25 19:48:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3012
2026-03-25 19:48:30,network,cluster.qos_normalised,0.5000,0.3700,-0.0019,-4.3031
2026-03-25 19:49:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3081
2026-03-25 19:49:31,network,cluster.qos_normalised,0.5000,0.3900,-0.0020,-4.3101
2026-03-25 19:50:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3151
2026-03-25 19:50:34,network,cluster.qos_normalised,0.5000,0.6100,-0.0031,-4.3182
2026-03-25 19:51:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3232
2026-03-25 19:51:36,network,cluster.qos_normalised,0.5000,0.3600,-0.0018,-4.3250
2026-03-25 19:52:40,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-4.3296
2026-03-25 19:53:42,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-4.3343
2026-03-25 19:53:42,network,cluster.qos_normalised,0.5000,0.6000,-0.0030,-4.3373
2026-03-25 19:54:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3423
2026-03-25 19:54:45,network,cluster.qos_normalised,0.5000,0.0500,-0.0002,-4.3425
2026-03-25 19:55:47,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-4.3470
2026-03-25 19:55:47,network,cluster.qos_normalised,0.5000,0.0600,-0.0003,-4.3473
2026-03-25 19:56:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3523
2026-03-25 19:56:49,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-4.3562
2026-03-25 19:57:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3612
2026-03-25 19:57:52,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-4.3624
2026-03-25 19:58:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-4.3674
2026-03-25 19:58:56,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-4.3685
2026-03-25 19:59:58,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-4.3732
2026-03-25 19:59:59,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-4.3764
